NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_001E,B03003_002E,B03003_003E,B19083_001E,B19083_001M,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Stark County, Ohio",373475,181448,192027,328522,27492,512,3200,66,2069,11614,601,11013,373475,365982,7493,0.4383,0.0060,28434,29819,29985,18565,17859,29123,43960,43361,18252,11712,39,151
"Allen County, Ohio",103642,52371,51271,85951,12213,260,766,0,919,3533,293,3240,103642,100565,3077,0.4417,0.0142,25662,27524,27805,16321,16767,38555,41498,-666666666,14889,9533,39,003
"Coshocton County, Ohio",36574,18108,18466,35455,403,86,110,0,27,493,17,476,36574,36207,367,0.4240,0.0157,22471,22625,22637,20417,20711,30467,13568,-666666666,,14561,39,031
"Crawford County, Ohio",42021,20612,21409,40626,380,29,232,14,116,624,3,621,42021,41339,682,0.4447,0.0295,24513,24421,24514,35003,26946,25397,32472,,121211,8630,39,033
"Delaware County, Ohio",197008,97504,99504,172894,6551,198,11579,63,814,4909,257,4652,197008,192026,4982,0.4279,0.0081,47183,47788,48074,37919,47089,28283,51332,45919,54195,15838,39,041
"Guernsey County, Ohio",39274,19522,19752,37386,486,79,148,0,300,875,0,875,39274,38809,465,0.4348,0.0158,23599,24036,24153,11563,12243,25459,83683,-666666666,3800,7707,39,059
"Hocking County, Ohio",28495,14129,14366,27700,231,20,86,0,55,403,37,366,28495,28199,296,0.4113,0.0150,24138,24443,24422,23532,6442,,9626,-666666666,,16354,39,073
"Mercer County, Ohio",40806,20578,20228,39647,252,0,179,179,156,393,0,393,40806,40025,781,0.4078,0.0199,28513,28932,29213,14238,14925,-666666666,8516,15373,19479,13643,39,107
"Ross County, Ohio",77051,40551,36500,69564,4120,15,418,10,456,2468,119,2349,77051,76104,947,0.4466,0.0155,23756,24800,24811,17198,15164,,28710,,12470,10094,39,141
"Cuyahoga County, Ohio",1253783,597647,656136,784683,371298,3516,36876,305,18989,38116,4373,33743,1253783,1181291,72492,0.5124,0.0035,31804,38810,39840,18394,18576,25983,40903,27921,18645,14735,39,035
"Lorain County, Ohio",306713,151054,155659,261088,26140,1034,3370,103,3745,11233,1402,9831,306713,276790,29923,0.4480,0.0078,29777,32116,33291,17590,15671,23009,27027,16539,26464,10908,39,093
"Miami County, Ohio",104800,51847,52953,98365,2170,151,1404,19,207,2484,78,2406,104800,103103,1697,0.4175,0.0129,29703,30246,30425,21299,20456,22518,38483,,51227,10148,39,109
"Montgomery County, Ohio",532034,256154,275880,388086,109355,1264,11223,205,4553,17348,823,16525,532034,516896,15138,0.4670,0.0053,28807,32030,32385,17121,19793,11631,35324,9259,15833,14185,39,113
"Trumbull County, Ohio",201794,98467,103327,178761,16775,304,990,9,274,4681,314,4367,201794,198255,3539,0.4494,0.0097,26116,27245,27393,16252,17822,24643,34850,,22104,11166,39,155
"Wood County, Ohio",129936,63995,65941,119584,3459,222,2164,59,1301,3147,602,2545,129936,122823,7113,0.4531,0.0118,31324,32154,32471,22580,18699,14807,39975,12315,25247,11746,39,173
"Ashtabula County, Ohio",98136,49335,48801,90979,3696,158,486,53,533,2231,182,2049,98136,94139,3997,0.4439,0.0102,22817,23430,23695,15657,14361,17687,35259,,12091,10229,39,007
"Adair County, Oklahoma",22113,10969,11144,9359,75,9727,145,39,407,2361,105,2256,22113,20652,1461,0.4606,0.0191,16851,19751,19817,10245,9949,15260,21676,15400,11253,12819,40,001
"Stephens County, Oklahoma",43983,21328,22655,36613,769,2331,277,37,1735,2221,102,2119,43983,40663,3320,0.4557,0.0149,25374,27181,27427,15783,16125,19389,9887,,14471,15623,40,137
"Cimarron County, Oklahoma",2189,1095,1094,2129,5,10,4,0,33,8,5,3,2189,1716,473,0.4623,0.0704,27929,26307,29380,22905,,34130,,-666666666,139339,,40,025
"Carter County, Oklahoma",48406,23494,24912,36108,3108,3843,550,10,621,4166,263,3903,48406,44984,3422,0.4530,0.0184,25110,27917,28776,12958,17555,18807,21416,,18858,13695,40,019
"Grant County, Oklahoma",4418,2240,2178,3961,50,35,5,3,115,249,0,249,4418,4203,215,0.4029,0.0304,29060,29726,29748,21154,45188,39031,20620,,22185,17371,40,053
"Greer County, Oklahoma",5943,3419,2524,4660,495,188,0,0,259,341,162,179,5943,5274,669,0.4462,0.0294,18292,21088,21625,9917,6480,7518,-666666666,-666666666,14775,5853,40,055
"McClain County, Oklahoma",38634,19191,19443,32643,421,2137,119,23,738,2553,52,2501,38634,35586,3048,0.4153,0.0156,29797,31245,32058,16586,15199,23801,9127,,15092,24069,40,087
"McIntosh County, Oklahoma",19819,9784,10035,13847,535,3149,13,22,46,2207,25,2182,19819,19285,534,0.4598,0.0208,22922,24437,24785,9707,29622,17894,,,10404,19454,40,091
"Murray County, Oklahoma",13875,6954,6921,10530,220,1365,81,0,136,1543,34,1509,13875,12981,894,0.4402,0.0281,26837,29416,30120,15333,10683,22396,6165,-666666666,19110,17236,40,099
"Noble County, Oklahoma",11411,5625,5786,9559,20,842,12,5,58,915,9,906,11411,10995,416,0.4474,0.0322,27828,30133,30369,17484,19520,16931,,,23290,14545,40,103
"Ottawa County, Oklahoma",31566,15520,16046,21463,342,5287,223,232,572,3447,112,3335,31566,29805,1761,0.4457,0.0102,20209,22035,22534,9743,5584,18288,18088,14438,12333,15071,40,115
"Sequoyah County, Oklahoma",41359,20382,20977,26698,775,8342,301,21,568,4654,74,4580,41359,39679,1680,0.4479,0.0147,20020,21111,21370,11581,21277,19386,10618,5771,13583,16151,40,135
"Wagoner County, Oklahoma",77850,38525,39325,58837,2693,6656,1147,63,1126,7328,258,7070,77850,73207,4643,0.3988,0.0092,28286,30395,31033,18066,20043,23886,23686,23421,18275,20670,40,145
"Woods County, Oklahoma",9127,4924,4203,8114,218,142,87,0,60,506,98,408,9127,8479,648,0.4352,0.0239,27232,28798,29669,15783,9326,15849,12116,-666666666,17057,16825,40,151
"Caddo County, Oklahoma",29342,15361,13981,18501,658,7002,113,46,989,2033,144,1889,29342,25680,3662,0.4462,0.0205,22062,25742,27439,8858,19739,16923,,,10105,13889,40,015
"Muskogee County, Oklahoma",69084,33709,35375,40215,7453,12573,500,19,2231,6093,180,5913,69084,64920,4164,0.4736,0.0150,22775,26266,26643,12231,16747,20845,33375,,13096,13798,40,101
"Okfuskee County, Oklahoma",12115,6486,5629,7722,923,1614,11,0,80,1765,92,1673,12115,11643,472,0.4407,0.0162,17281,19376,19557,15248,10150,14291,,-666666666,20900,14523,40,107
"Bryan County, Oklahoma",45759,22228,23531,34018,877,6935,246,46,908,2729,86,2643,45759,43096,2663,0.4664,0.0180,23453,25299,25582,16221,15327,18749,27800,28604,18424,16207,40,013
"Harper County, Oklahoma",3847,1887,1960,3624,4,13,0,0,161,45,6,39,3847,2951,896,0.4260,0.0456,24714,23986,27328,16360,,,-666666666,-666666666,42112,24936,40,059
"Kay County, Oklahoma",44880,22275,22605,35313,986,3805,229,0,1268,3279,111,3168,44880,41361,3519,0.4459,0.0137,24853,27346,27996,14951,13598,14452,21302,-666666666,18934,15996,40,071
"Craig County, Oklahoma",14493,7394,7099,9589,465,3185,130,22,53,1049,34,1015,14493,13977,516,0.4231,0.0184,20704,22643,23133,9830,10971,17615,10365,31059,22460,17650,40,035
"Tulsa County, Oklahoma",642781,313659,329122,450615,64783,31257,20542,559,24355,50670,2088,48582,642781,562769,80012,0.4825,0.0045,30894,35262,37502,15231,18836,25611,28455,17508,13687,20127,40,143
"Canadian County, Oklahoma",136710,67922,68788,110729,3759,5505,4042,25,4472,8178,1198,6980,136710,124922,11788,0.4011,0.0119,30545,32732,33329,18400,26246,23357,26451,,15068,18023,40,017
"Harmon County, Oklahoma",2721,1299,1422,1760,238,11,20,0,469,223,105,118,2721,1943,778,0.4384,0.0257,22588,28465,29294,13102,14964,15118,,-666666666,12920,5378,40,057
"Pushmataha County, Oklahoma",11119,5439,5680,8215,98,1505,54,12,29,1206,7,1199,11119,10704,415,0.4956,0.0266,23346,25440,25508,20167,11772,19799,4331,,26893,15396,40,127
"Latimer County, Oklahoma",10495,5312,5183,7032,101,2182,76,0,49,1055,34,1021,10495,10119,376,0.4819,0.0326,23842,27327,27634,9134,6707,18672,11517,-666666666,2178,14843,40,077
"Osage County, Oklahoma",47311,23675,23636,30734,5344,6186,195,12,533,4307,64,4243,47311,45643,1668,0.4414,0.0136,24363,26874,27110,13175,20186,22359,18773,,13456,16114,40,113
"Texas County, Oklahoma",21121,11313,9808,13427,910,147,651,9,5292,685,228,457,21121,11557,9564,0.3884,0.0219,22120,24902,29502,15555,25154,19224,9906,,16661,18246,40,139
"Garfield County, Oklahoma",62190,31003,31187,51146,2570,1224,582,609,2550,3509,149,3360,62190,54633,7557,0.4362,0.0148,26454,28525,29805,16048,17553,21463,19221,22778,19188,11648,40,047
"Johnston County, Oklahoma",11041,5458,5583,7896,210,729,8,13,89,2096,196,1900,11041,10465,576,0.4454,0.0264,20930,22633,22882,12127,8941,23615,,,18908,14766,40,069
"Pittsburg County, Oklahoma",44382,22583,21799,32257,1303,2941,167,65,297,7352,80,7272,44382,42182,2200,0.4574,0.0184,24750,27658,28003,16238,22062,17047,29442,14003,18114,15807,40,121
"Roger Mills County, Oklahoma",3708,1814,1894,3287,17,110,0,0,68,226,0,226,3708,3447,261,0.4868,0.0291,26431,28147,29268,9774,,23155,-666666666,-666666666,15044,7235,40,129
"Woodward County, Oklahoma",20967,11122,9845,18662,286,290,38,4,707,980,38,942,20967,18348,2619,0.4364,0.0398,28248,30015,31961,14146,10654,15197,15524,,20711,9433,40,153
"Cherokee County, Oklahoma",48599,23863,24736,24926,707,16657,310,106,784,5109,105,5004,48599,45175,3424,0.4540,0.0152,20575,24034,24922,10815,10706,16720,34815,21095,12561,17987,40,021
"Delaware County, Oklahoma",42112,20756,21356,27637,148,9572,510,36,468,3741,138,3603,42112,40545,1567,0.4579,0.0169,22976,26469,26711,13151,8176,16587,21204,30556,13834,15418,40,041
"Ellis County, Oklahoma",4072,1954,2118,3765,9,75,33,0,29,161,37,124,4072,3776,296,0.4598,0.0317,27120,27146,28265,11359,,39348,12639,-666666666,22069,21334,40,045
"Grady County, Oklahoma",54733,27348,27385,46853,1218,2615,275,0,371,3401,127,3274,54733,51606,3127,0.4407,0.0125,28577,30296,31090,13823,16442,19606,23294,-666666666,15087,18042,40,051
"Payne County, Oklahoma",81512,41891,39621,65987,3262,3755,3605,69,314,4520,121,4399,81512,77692,3820,0.5249,0.0178,23589,25273,25444,20604,13886,13551,19255,3816,21831,18229,40,119
"Pottawatomie County, Oklahoma",72000,34410,37590,54660,2449,10456,502,47,565,3321,107,3214,72000,68353,3647,0.4419,0.0104,23155,25377,25820,13338,12032,16878,31002,11336,15037,14911,40,125
"Creek County, Oklahoma",71160,35189,35971,56455,1520,8060,386,47,559,4133,88,4045,71160,68291,2869,0.4484,0.0115,25150,26987,27397,16109,17391,18239,23393,27509,14640,17933,40,037
"Tillman County, Oklahoma",7515,3860,3655,4934,607,192,1,4,1216,561,179,382,7515,5529,1986,0.4626,0.0305,21673,26583,27563,11750,14728,13479,,,11642,10460,40,141
"Washita County, Oklahoma",11432,5740,5692,10273,131,141,24,0,266,597,69,528,11432,10307,1125,0.4394,0.0284,26744,27751,28731,13743,19212,20823,121575,-666666666,12236,15119,40,149
"Cotton County, Oklahoma",5929,2984,2945,4743,131,571,0,0,44,440,0,440,5929,5476,453,0.3936,0.0195,22596,25372,25676,15440,9939,13792,-666666666,-666666666,9827,9141,40,033
"Kiowa County, Oklahoma",9001,4463,4538,7064,314,387,69,6,423,738,175,563,9001,7962,1039,0.4318,0.0207,20888,23588,24141,11710,13756,11249,10381,,13838,8323,40,075
"Le Flore County, Oklahoma",49909,25067,24842,37782,1051,5432,270,0,948,4426,114,4312,49909,46457,3452,0.4561,0.0130,20656,21925,22620,10130,14644,17339,30474,-666666666,12126,16555,40,079
"McCurtain County, Oklahoma",32966,16217,16749,21174,2633,4612,222,286,601,3438,260,3178,32966,31032,1934,0.4526,0.0126,19692,22227,22376,10681,15305,15892,23739,10976,12021,14342,40,089
"Major County, Oklahoma",7718,3795,3923,6925,27,149,43,10,320,244,18,226,7718,6995,723,0.4344,0.0257,28801,30455,31228,15951,23681,16498,,,17132,9184,40,093
"Mayes County, Oklahoma",40980,20435,20545,27336,212,6997,163,98,189,5985,33,5952,40980,39558,1422,0.4267,0.0182,23861,26375,26561,16518,15743,19480,12229,46324,22240,17785,40,097
"Oklahoma County, Oklahoma",782051,382760,399291,535498,117920,21516,26550,792,27564,52211,3104,49107,782051,648108,133943,0.4891,0.0052,30398,34889,39283,14343,20327,23720,30404,13354,15549,17922,40,109
"Custer County, Oklahoma",29209,14413,14796,23433,929,973,354,10,1101,2409,229,2180,29209,23950,5259,0.4760,0.0292,25569,28041,31083,13021,16153,16022,14742,,24906,10911,40,039
"Beaver County, Oklahoma",5415,2756,2659,4348,14,100,0,0,848,105,11,94,5415,4170,1245,0.4219,0.0276,24610,26726,28175,13788,6507,26719,-666666666,-666666666,14526,18816,40,007
"Love County, Oklahoma",9933,4958,4975,8264,253,545,78,0,264,529,11,518,9933,8426,1507,0.3903,0.0208,21704,22109,23557,13495,17853,20529,69487,-666666666,16705,13872,40,085
"Beckham County, Oklahoma",22621,12222,10399,18953,863,430,180,8,1112,1075,118,957,22621,19348,3273,0.4498,0.0326,24049,25723,25782,23096,8199,16211,18840,,25881,9550,40,009
"Choctaw County, Oklahoma",14886,7170,7716,9387,1693,2291,2,22,211,1280,16,1264,14886,14259,627,0.5136,0.0287,21329,22677,22680,15501,18913,21846,,,14517,14806,40,023
"Jackson County, Oklahoma",25384,12579,12805,17963,1764,413,345,20,3070,1809,618,1191,25384,19349,6035,0.4334,0.0202,23226,26636,27802,13503,16802,21523,49656,,13254,8159,40,065
"Lincoln County, Oklahoma",34854,17326,17528,29712,640,2658,122,29,129,1564,46,1518,34854,33688,1166,0.4479,0.0142,24454,25292,25455,18318,15613,23502,16225,12672,8402,15960,40,081
"Marion County, Oregon",335553,167333,168220,271989,4588,3090,6751,3015,23540,22580,3348,19232,335553,247271,88282,0.4312,0.0099,26143,28331,31744,14025,16589,19964,26523,19509,16257,13650,41,047
"Jackson County, Oregon",214267,104458,109809,195769,1324,2338,2767,760,3106,8203,522,7681,214267,187399,26868,0.4656,0.0132,28728,29499,31201,15463,15780,20256,41391,20857,16479,15922,41,029
"Grant County, Oregon",7183,3631,3552,6801,22,99,31,6,38,186,2,184,7183,6920,263,0.4287,0.0278,26029,26461,26723,18175,,21441,41948,,15576,14215,41,023
"Jefferson County, Oregon",23143,12010,11133,16448,206,3903,138,18,1586,844,177,667,23143,18521,4622,0.4133,0.0182,22492,25749,27552,15795,10063,13271,18566,,17791,14529,41,031
"Clackamas County, Oregon",405788,199775,206013,357240,3753,3054,17046,1189,8120,15386,1282,14104,405788,371129,34659,0.4464,0.0059,39619,40894,41959,23638,28694,26753,41900,25179,22878,22651,41,005
"Linn County, Oregon",122870,60623,62247,111089,496,1124,1366,100,3396,5299,780,4519,122870,111960,10910,0.4258,0.0148,25781,26613,27127,17078,23636,15620,26395,13955,18228,15599,41,043
"Tillamook County, Oregon",26076,13139,12937,24118,103,188,160,121,457,929,19,910,26076,23381,2695,0.4430,0.0349,27122,28145,29729,11112,21763,10471,44646,6088,12451,11453,41,057
"Baker County, Oregon",15984,8232,7752,14855,149,213,139,45,300,283,10,273,15984,15333,651,0.4385,0.0218,26152,26775,26938,19840,15872,30237,21640,15404,10561,16241,41,001
"Josephine County, Oregon",85481,41984,43497,78686,379,1003,841,60,1554,2958,153,2805,85481,79235,6246,0.4644,0.0193,24763,25474,25662,18774,18676,21875,29370,15472,12383,12997,41,033
"Umatilla County, Oregon",76898,40110,36788,65736,717,2485,668,137,3945,3210,496,2714,76898,56585,20313,0.4391,0.0196,23464,24569,27341,15149,14483,16296,41446,11926,17685,12238,41,059
"Lincoln County, Oregon",47881,23050,24831,42224,290,1390,543,109,1024,2301,367,1934,47881,43541,4340,0.4448,0.0168,27072,28194,28876,15979,17386,15536,42333,8272,15040,17331,41,041
"Columbia County, Oregon",50851,25506,25345,47208,280,474,573,111,324,1881,109,1772,50851,48317,2534,0.4201,0.0224,29317,29701,30302,21151,26593,27398,21953,23756,49377,19672,41,009
"Sherman County, Oregon",1605,871,734,1532,9,15,2,14,0,33,0,33,1605,1547,58,0.5114,0.0616,33821,34972,36087,6645,11222,12233,,,-666666666,10224,41,055
"Wasco County, Oregon",25866,12918,12948,22559,82,925,183,152,1165,800,109,691,25866,21269,4597,0.4173,0.0229,26249,27456,29227,16471,20718,20376,18114,8563,17791,17095,41,065
"Lane County, Oregon",368882,181850,187032,320920,3910,4028,9794,911,9645,19674,1550,18124,368882,336896,31986,0.4637,0.0068,28070,29332,30026,16374,18936,18832,31253,16891,16846,15623,41,039
"Malheur County, Oregon",30431,16581,13850,27106,350,341,390,21,1308,915,150,765,30431,20256,10175,0.4467,0.0179,18700,19657,22456,13320,5459,4132,19736,,10483,12413,41,045
"Washington County, Oregon",581821,287522,294299,442993,11642,3626,59272,2478,30950,30860,4215,26645,581821,485581,96240,0.4268,0.0054,37657,39523,42556,18678,32086,28197,45129,33321,18089,19713,41,067
"Morrow County, Oregon",11215,5683,5532,9936,26,167,69,28,631,358,18,340,11215,7191,4024,0.3915,0.0247,22599,23687,28376,14400,,12872,12367,,16829,11605,41,049
"Clatsop County, Oregon",38562,19166,19396,35170,282,223,400,126,574,1787,192,1595,38562,35302,3260,0.4145,0.0127,28750,29338,30226,16923,16456,21683,56585,18726,21755,16731,41,007
"Curry County, Oregon",22507,11043,11464,20420,102,429,127,20,133,1276,69,1207,22507,20944,1563,0.4470,0.0220,28365,29111,28976,25710,29966,37913,24943,,24190,14009,41,015
"Gilliam County, Oregon",1907,912,995,1773,0,82,9,13,23,7,0,7,1907,1788,119,0.3959,0.0342,25649,26435,26618,18751,-666666666,20033,,,,,41,021
"Lake County, Oregon",7843,4192,3651,7141,15,202,112,0,74,299,30,269,7843,7216,627,0.4424,0.0223,22469,23157,23882,13692,,22147,19320,-666666666,20746,8856,41,037
"Union County, Oregon",26028,12911,13117,23961,190,342,277,322,194,742,58,684,26028,24803,1225,0.4622,0.0220,27425,27756,28018,18053,16753,23459,60590,13711,13921,18410,41,061
"Delaware County, Pennsylvania",563527,271056,292471,391240,120783,968,31210,198,5430,13698,1310,12388,563527,542830,20697,0.4820,0.0050,38251,44574,45130,20876,21832,15948,35768,12945,17165,18390,42,045
"Union County, Pennsylvania",45114,24802,20312,39188,2882,323,746,26,1038,911,227,684,45114,42471,2643,0.4501,0.0204,25606,28263,28718,9313,6666,1125,15319,,9225,7365,42,119
"Wayne County, Pennsylvania",51536,27278,24258,48418,1668,116,313,9,164,848,97,751,51536,49316,2220,0.4187,0.0152,26570,27104,27274,19932,12008,2260,76267,,2841,14475,42,127
"Dauphin County, Pennsylvania",274515,132864,141651,194998,52691,662,11431,79,6213,8441,1023,7418,274515,250075,24440,0.4489,0.0078,32485,37143,38412,17048,20132,15653,29755,149530,17123,17208,42,043
"Westmoreland County, Pennsylvania",354751,173251,181500,336272,8530,320,3243,56,712,5618,458,5160,354751,350696,4055,0.4415,0.0052,32916,33488,33599,19309,21420,19977,44076,16720,15738,12793,42,129
"Forest County, Pennsylvania",7351,5807,1544,4753,2205,23,23,0,135,212,48,164,7351,6885,466,0.3799,0.0255,15360,18100,18643,5654,11019,,16061,-666666666,4582,7195,42,053
"Monroe County, Pennsylvania",167586,82895,84691,128602,24147,576,4041,61,5177,4982,1272,3710,167586,141756,25830,0.4147,0.0095,28486,29092,29926,23729,28928,42480,24971,,25889,14968,42,089
"Philadelphia County, Pennsylvania",1575522,745543,829979,648890,666047,5843,112651,769,93651,47671,8659,39012,1575522,1347811,227711,0.5155,0.0036,26557,36731,40459,15425,19450,17188,24308,20917,14870,16886,42,101
"Blair County, Pennsylvania",123842,60619,63223,118279,2008,42,866,55,462,2130,117,2013,123842,122334,1508,0.4448,0.0117,26648,27099,27132,19894,18607,20733,24311,47851,14480,12319,42,013
"Cambria County, Pennsylvania",134550,66180,68370,125997,4479,72,640,40,479,2843,381,2462,134550,132425,2125,0.4412,0.0106,25779,26664,26765,11658,11584,14125,46114,11213,9274,7630,42,021
"Berks County, Pennsylvania",416642,204883,211759,344336,21739,2983,5867,39,18350,23328,2913,20415,416642,331894,84748,0.4393,0.0065,30187,33080,35674,13897,19474,14281,27117,,16828,10787,42,011
"Huntingdon County, Pennsylvania",45421,24052,21369,41637,2485,52,240,7,214,786,155,631,45421,44563,858,0.4098,0.0098,24159,24663,24810,40078,14896,13042,12561,,10448,34978,42,061
"Lawrence County, Pennsylvania",87382,42321,45061,81402,3207,84,425,0,319,1945,61,1884,87382,86182,1200,0.4624,0.0125,27734,28763,28923,16005,15616,18943,30782,-666666666,9329,7362,42,073
"Mifflin County, Pennsylvania",46362,22744,23618,44917,367,73,88,26,229,662,19,643,46362,45666,696,0.4144,0.0200,24407,24813,24832,17010,17962,8537,12626,19219,10166,8878,42,087
"Cumberland County, Pennsylvania",247433,122321,125112,218340,9402,312,10078,55,2984,6262,717,5545,247433,238215,9218,0.4227,0.0079,36012,37253,37587,18968,20057,19235,42053,113962,17142,16126,42,041
"Allegheny County, Pennsylvania",1225561,591630,633931,981847,157891,1354,44791,334,5670,33674,2066,31608,1225561,1200636,24925,0.4869,0.0029,36907,40305,40388,29903,21035,19970,37191,20956,21673,15304,42,003
